"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"11-Apr-2025","EQ","7.27","7.29","7.03","7.09","7.18","7.17","7.13","19.18","6.61","60,77,71,928","4,33,51,92,992.43","1,67,940"
"09-Apr-2025","EQ","7.25","7.27","7.01","7.17","7.12","7.09","7.11","19.18","6.61","50,14,89,583","3,56,58,53,425.39","1,36,071"
"08-Apr-2025","EQ","7.51","7.60","7.14","7.36","7.17","7.17","7.28","19.18","6.61","62,58,85,253","4,55,70,16,070.44","1,93,544"
"07-Apr-2025","EQ","7.17","7.48","7.17","7.91","7.40","7.36","7.31","19.18","6.61","68,34,92,480","4,99,41,98,307.84","2,04,681"
"04-Apr-2025","EQ","8.16","8.18","7.85","8.19","7.95","7.91","7.96","19.18","6.61","47,51,59,836","3,78,08,40,100.79","1,64,157"
"03-Apr-2025","EQ","8.09","8.34","8.06","8.22","8.22","8.19","8.18","19.18","6.61","48,60,07,460","3,97,44,07,201.20","1,52,643"
"02-Apr-2025","EQ","8.31","8.34","7.94","8.10","8.25","8.22","8.13","19.18","6.61","92,21,57,249","7,49,73,69,158.28","2,53,249"
"01-Apr-2025","EQ","7.48","8.56","7.48","6.80","8.17","8.10","8.08","19.18","6.61","2,30,06,69,706","18,58,32,80,090.88","3,59,300"
"28-Mar-2025","EQ","6.99","7.13","6.77","6.92","6.80","6.80","6.93","19.18","6.61","81,77,33,412","5,66,59,49,021.81","1,81,713"
"27-Mar-2025","EQ","7.01","7.06","6.87","7.04","6.91","6.92","6.94","19.18","6.61","95,59,68,263","6,63,78,19,053.71","2,14,413"
"26-Mar-2025","EQ","7.16","7.21","6.98","7.15","7.03","7.04","7.07","19.18","6.61","57,97,96,225","4,09,96,18,381.50","1,64,618"
"25-Mar-2025","EQ","7.40","7.43","7.05","7.34","7.14","7.15","7.18","19.18","6.61","47,52,24,766","3,41,38,95,674.72","1,56,790"
"24-Mar-2025","EQ","7.72","7.74","7.29","7.62","7.33","7.34","7.49","19.18","6.61","50,82,82,460","3,80,62,30,921.73","1,89,206"
"21-Mar-2025","EQ","7.28","7.68","7.24","7.26","7.63","7.62","7.54","19.18","6.61","71,89,41,405","5,41,79,87,101.66","1,49,389"
"20-Mar-2025","EQ","7.55","7.59","7.17","7.44","7.28","7.26","7.32","19.18","6.61","47,50,38,187","3,47,71,31,055.91","1,48,018"
"19-Mar-2025","EQ","7.25","7.72","7.21","7.10","7.46","7.44","7.46","19.18","6.61","68,18,62,635","5,08,41,69,825.56","1,81,980"
"18-Mar-2025","EQ","6.96","7.16","6.96","6.94","7.13","7.10","7.04","19.18","6.61","30,20,64,427","2,12,76,51,962.95","1,02,844"
"17-Mar-2025","EQ","7.00","7.08","6.92","6.95","6.94","6.94","6.99","19.18","6.61","31,51,52,685","2,20,26,23,848.87","1,21,102"
"13-Mar-2025","EQ","7.11","7.17","6.93","7.07","6.98","6.95","7.04","19.18","6.61","40,86,90,029","2,87,92,08,849.52","1,27,053"
"12-Mar-2025","EQ","7.32","7.36","6.87","7.34","7.10","7.07","7.04","19.18","6.61","53,93,72,093","3,79,46,40,002.17","1,87,132"
